Method,5%,10%,15%,20%,25%,30%,35%,40%,45%,50%,55%,60%,65%,70%,75%,80%,85%,90%,95%
Total Entropy Rev,8.002999999999998,8.9445,9.141499999999999,9.3295,9.9115,10.186499999999999,11.139999999999999,11.655999999999999,12.296,13.016499999999999,14.032499999999999,15.464999999999998,16.710000000000004,17.612,17.454,16.929000000000006,16.181,15.474,14.722
Aleatoric Rev,8.8585,9.152999999999997,9.547,9.484499999999999,10.168,10.3235,11.202,11.782,12.2465,13.1375,14.127500000000001,15.5695,16.743500000000004,17.597,17.440000000000005,16.929000000000006,16.2075,15.462500000000002,14.7215
Epistemic Rev,2.661,4.108499999999999,4.876999999999999,6.525,7.6819999999999995,8.658,9.098500000000001,10.020000000000003,10.503999999999998,10.8385,11.061000000000002,11.421,11.586500000000001,11.733,11.833000000000002,11.991,12.512000000000004,12.811499999999995,13.170999999999998
Variance Rev,9.662499999999998,10.293999999999997,10.793499999999998,10.5095,11.0305,11.4855,11.748000000000001,12.224499999999997,12.875,13.7125,14.619000000000003,15.623500000000002,16.624500000000005,17.386,17.217000000000002,16.790000000000003,16.2175,15.4265,14.722
K-L Rev,8.002999999999998,8.9445,9.141499999999999,9.3295,9.9115,10.186499999999999,11.139999999999999,11.655999999999999,12.296,13.016499999999999,14.032499999999999,15.464999999999998,16.710000000000004,17.612,17.454,16.929000000000006,16.181,15.474,14.722
Ours (Importance Space),6.099500000000001,8.2185,8.531500000000001,8.5245,8.5855,8.532,8.930000000000001,9.1545,9.5295,9.772499999999997,10.236,10.4435,10.598999999999998,10.8495,10.906499999999998,11.206999999999997,11.562999999999999,11.8635,12.552499999999998
Ours (NMF Space),9.211,8.758499999999998,8.4635,8.550500000000001,8.510499999999999,8.290500000000002,8.4435,8.7015,8.790000000000003,9.099999999999998,9.1215,9.131000000000002,9.3885,9.6325,10.007,10.360499999999998,10.731,11.272,12.078999999999997
