Method,5%,10%,15%,20%,25%,30%,35%,40%,45%,50%,55%,60%,65%,70%,75%,80%,85%,90%,95%
Total Entropy,96.8715,96.30449999999999,95.99700000000003,95.51849999999999,94.94250000000001,94.2365,93.53049999999999,92.41400000000002,91.12549999999999,89.806,88.14349999999999,85.54149999999998,83.004,80.6465,79.9315,79.96000000000001,80.26499999999999,80.8685,81.5635
Aleatoric,96.87199999999999,96.21399999999998,95.80750000000003,95.51849999999999,95.01950000000001,94.20100000000001,93.5015,92.36749999999999,91.08150000000002,89.78699999999999,87.93549999999998,85.5115,82.897,80.61850000000001,79.826,79.86500000000001,80.14999999999999,80.79549999999999,81.5005
Epistemic,99.2225,98.55600000000001,97.4755,96.902,95.7065,94.63799999999999,93.47999999999999,92.77600000000001,91.74300000000001,91.34349999999999,90.61699999999999,90.124,89.48299999999999,88.845,88.23100000000001,87.46849999999999,86.499,85.48700000000002,84.0965
Ours (Importance),98.603,97.671,97.8625,97.67349999999999,97.4355,97.15500000000002,96.87550000000002,96.4965,96.199,95.89500000000001,95.51150000000001,95.079,94.677,93.9905,93.30000000000001,92.47099999999999,91.375,89.85200000000002,86.38899999999998
Ours (NMF),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9875,99.8225,96.57549999999999,91.2895,86.484
